avg_press    volume
nan nan
nan 33644.05099999999
nan nan
nan nan
nan nan
nan 36207.77399999999
nan nan
54628.45865316341 37537.08400000001
nan 38213.76799999999
42107.04878726082 38898.536
nan 39591.43699999999
nan 40292.51699999999
28525.720693731117 41001.825
24621.117513278794 41719.40899999999
20835.984197482692 42445.316999999995
18542.26623939585 43179.596000000005
16009.682225704933 43922.29599999999
14270.45651302706 44673.464
12226.296821353762 45433.147
10960.123250591641 46201.393999999986
9615.149931029708 46978.253999999986
7945.911554733132 47763.77300000001
6788.873411538462 48558.0
5693.439020140988 49360.983
5049.06658543555 50172.77000000001
3934.5018593340883 50993.40899999999
3463.880200491692 51822.94700000001
2959.8200173875885 52661.433999999994
2434.914157593404 53508.91599999997
2179.3640109293683 54365.44299999998
1879.1303903904302 55231.060999999994
1513.784185522549 56105.81900000001
1292.4171500472546 56989.76500000001
1046.9045488734541 57882.94700000002
834.4620192840598 58785.41299999997
708.6113975610186 59697.20999999999
489.59268929905085 60618.38800000001
435.36322322199067 61548.99399999998
387.2140315321709 62489.07499999998
316.47638750612913 63438.68000000003
237.01391328904833 64397.858
167.33771936736787 65366.65500000001
113.01940172252391 66345.12
92.95378769214618 67333.30099999999
nan 68331.24600000001
84.82374850796752 69339.00199999998
8.080930619972433 70356.61899999998
5.540661974586806 71384.14300000001
2.211150677798087 72421.62399999998
-5.954837649044551 73469.108
241.34515481873237 74526.64399999999
270.6798426229102 75594.28099999999
nan 76672.06499999997
53.38851924175101 77760.045
256.0866628093465 78858.26800000001
245.63820633950817 79966.784
192.06321511260526 81085.63999999998
207.35002420801612 82214.883
206.1703044208229 83354.56299999998
nan 84504.72600000001
169.34325381059418 85665.42099999999
104.59411144683536 86836.696
127.06068490833837 88018.599
80.62556333690395 89211.178
55.342653280263846 90414.48099999999
30.470097318295064 91628.55600000003
4.5000471778523465 92853.45
nan 94089.21300000002
-12.99466678793543 95335.89100000002
nan 96593.534
6.901572988712741 97862.18800000001
3.690385294190585 99141.902
11.189181909388799 100432.71999999999
7.8265312854940206 101734.69999999995
16.11060176042472 103047.87999999998
12.189032887024798 104372.32000000004
17.77107915470292 105708.05000000002
20.0902413415039 107055.12999999998
19.13382973015481 108413.61000000004
15.189144379336312 109783.53000000001
12.909727245169542 111164.93999999996
8.839979678700944 112557.89999999997
-3.6685576421453736 113962.43999999996
-11.978022713481371 115378.62000000002
0.33612575674597184 116806.48
-19.868109196761644 118246.07000000005
-28.167461673992324 119697.43999999996
-21.10817046465462 121160.64
-51.53865650147766 122635.71999999999
-48.526545081848454 124122.71999999999
-57.972174477650974 125621.68999999996
-49.87857435155797 127132.67999999998
-110.74024890162123 130190.91999999997
-137.08793150143237 131738.26
-129.5074805757125 133297.81000000003
-126.03924024640975 134869.62000000005
-133.06230970246708 136453.74
-168.72776103358925 138050.22
-165.75445480946658 139659.10000000003
-176.8731692848181 141280.42999999996
-212.79382479043056 142914.26
-239.85667208281058 144560.64000000007
-326.4372370475922 146219.60999999993
-443.48934824274386 147891.23
-635.1148159148005 149575.54
-882.0712996575202 151272.59
-1151.6140730996851 152982.43
-1442.7732614235367 154705.10000000003
-1759.9957199383261 156440.66
-2085.702124015104 158189.14999999997
-2408.2308219257393 159950.62000000005
-2745.76857001888 161725.12000000005
-3073.200944996853 163512.68999999997
-3418.223244254248 165313.39000000007
-3756.1058493014475 167127.25999999995
-4110.821394474512 168954.35000000003
-4470.603984858402 170794.71
-4829.790512964128 172648.37999999995
nan 174515.42
-5553.624935412476 176395.87000000002
-5916.537369200755 178289.77999999994
-6274.825200012587 180197.20000000004
-6624.905355619886 182118.16999999995
-6979.760483524228 184052.74000000002
-7328.779471378225 186000.97000000006
-7675.03953539333 187962.8999999999
-8015.679838854626 189938.58000000005
-8363.015603272497 191928.04999999996
-8702.809198451856 193931.37000000005
-9040.978530081813 195948.58000000005
-9376.328038967902 197979.72000000006
-9711.910724795469 200024.8599999999
-10051.569013593455 202084.02999999994
-10393.288542240402 204157.29
-10733.079593820014 206244.66999999995
-11073.195500692258 208346.24000000002
-11412.71144279421 210462.04
-11756.784717774422 212592.1099999999
-12095.879038263058 214736.5
-12436.670415607301 216895.26999999996
-12782.145494335347 219068.46
-13116.608164023162 221256.1099999999
