avg_press    volume
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan 23345.353
1850186.6674093655 23838.891
nan 24339.336000000003
1510235.0215384616 24846.735999999997
1382375.9577668682 25361.140000000007
1253336.3600840336 25882.595
1125562.2077165158 26411.14899999999
1012614.9302240686 26946.84999999999
908197.7331734642 27489.74699999999
825907.259251007 28039.886999999988
nan 28597.317999999996
663531.5306017121 29162.08899999999
593712.2741049848 29734.24699999999
535587.1456910877 30313.840000000015
483922.1711367069 30900.916000000012
434059.65478222555 31495.52399999999
384961.72455563943 32097.711000000007
348605.9759138973 32707.52500000001
310783.6623536815 33325.01400000001
278999.41466137965 33950.227000000006
248779.94732880162 34583.211
223671.64160246728 35224.01400000001
200635.42431268882 35872.685
180299.35453492758 36529.27100000001
nan 37193.82
141277.00833731907 37866.38
125280.37865810674 38547.0
113107.3849339207 39235.727000000006
101424.4186163625 39932.609
91313.80276387665 40637.69499999999
81958.69935191945 41351.031
71536.35995204531 42072.66700000001
64614.44830337362 42802.651
56756.00235733166 43541.028999999995
50551.627993455004 44287.85100000002
44542.89477356828 45043.164
38489.2346069226 45807.01600000001
34330.09715418502 46579.456
25873.8528998112 48150.289
21810.362574071743 48948.77899999999
19031.3652188798 49756.04700000001
17998.02131415985 50572.143000000004
16665.636025676526 51397.115
14674.034724103209 52231.009
13085.954261170547 53073.875
11507.733227614854 53925.76
10065.073087539333 54786.712000000014
8906.974777281306 55656.78000000002
8026.338642441788 56536.01099999999
7515.811971541851 57424.45299999999
7938.024675116425 58322.15500000002
6941.386007539332 59229.16299999997
5946.577640490875 60145.527
5055.478288055381 61071.295000000006
4285.303621711768 62006.51300000001
3702.905290119572 62951.23100000002
3223.5724238514786 63905.496000000014
2883.2322898741345 64869.35699999998
2648.435516200126 65842.86
2508.3649157696664 66826.05499999996
2389.0484468470736 67818.98900000003
2307.4819532649462 68821.711
2250.9889004380116 69834.267
2157.1282026280683 70856.70699999997
2043.9267552699812 71889.07900000001
1924.0525581107613 72931.429
1788.057515640025 73983.80700000002
1633.9639382278162 75046.26
1516.7091084344872 76118.83700000003
1387.3720979281309 77201.58400000002
1272.200728043562 78294.55099999999
1184.7966449407124 79397.78500000002
1099.613936412799 80511.33499999999
1033.5368639933354 81635.24699999997
1004.7818676090584 82769.571
968.8105387139835 83914.355
928.3748162925519 85069.645
909.7462310253833 86235.49100000001
884.5475469835828 87411.93999999997
870.1787293262304 88599.04000000002
822.0160052487315 89796.84000000001
796.9687569918877 91005.38700000002
803.9978817035931 92224.72900000002
785.8185080367668 93454.91500000001
777.8457165453644 94695.99100000001
755.9347889820568 95948.007
751.4926471054588 97211.01099999997
745.2667653311729 98485.04900000001
741.489001675141 99770.17100000002
754.6923041128723 101066.41999999998
822.872326850258 102373.86000000003
681.4442143726781 103692.52
-282.5191288887702 105022.44999999997
-1601.3566334889867 106363.70999999998
-2949.1563723256986 107716.34000000003
-4262.105857513215 109080.38999999997
-5515.929998250692 110455.89999999997
-6722.919444392699 111842.92999999995
-7934.43067807702 113241.53000000001
-9150.275670563804 114651.73
-10387.905475572614 116073.60000000003
-11612.991784770296 117507.16999999997
-12826.872176818526 118952.5
-14029.008223914412 120409.62999999995
-15194.067440151039 121878.61000000004
-16348.835287943617 123359.48999999999
-17475.6649636295 124852.32000000004
-18567.894291844957 126357.14999999997
-19639.274014348644 127874.00999999998
-20683.55463222152 129402.96999999999
-21706.161022529894 130944.07000000005
-22699.384808432977 132497.35999999993
-23681.436811705476 134062.87999999995
-24625.232531025802 135640.67999999996
-25555.649861044683 137230.81000000003
-26460.864998867208 138833.33000000005
-27343.17506054122 140448.27
-28206.43672599119 142075.68999999997
-29047.024185525486 143715.62999999995
-29871.340263436123 145368.14000000007
-30673.998160226558 147033.27
-31455.82675116425 148711.07000000004
-32210.870998237886 150401.58000000002
-32958.94905324103 152104.85999999993
-33680.339149528 153820.93999999997
-34401.35397356828 155549.89000000007
-35112.40905449968 157291.74
-35812.966154940215 159046.55
-36514.16486368785 160814.37000000005
-37200.19026607929 162595.23
-37874.92525739459 164389.18999999997
-38540.134914789174 166196.3
-39190.23673681561 168016.60999999993
-39821.38402806797 169850.16
-40438.16906456891 171697.0
-41039.80111139081 173557.18
-41622.45199106244 175430.75
-42191.63255481435 177317.75
-42745.315788168664 179218.23
-43286.141351038386 181132.25
-43810.4092600705 183059.85000000003
-44323.37299899295 185001.07
-44821.29672293555 186955.97000000006
-45305.64177618328 188924.59
-45773.95509137822 190906.98000000004
-46234.18040772911 192903.2
-46680.00683131924 194913.27999999994
-47111.93440999496 196937.27000000002
-47534.25506067472 198975.22999999998
-47944.293529078546 201027.2
-48342.03109541793 203093.22999999998
-48732.86545908862 205173.35999999993
-49110.36904317724 207267.64999999997
-49475.656900428 209376.14999999997
-49830.911138217525 211498.8900000001
-50179.15665143505 213635.93999999997
-50517.41058434039 215787.33000000005
-50847.30622406848 217953.12000000005
-51164.827408358506 220133.35000000003
-51474.978792296075 222328.06999999995
-51776.087171324274 224537.33000000005
-52067.792725453175 226761.18000000005
-52353.75740269386 228999.66999999995
-52631.11993063947 231252.83000000005
-52901.40774194361 233520.72999999998
-53166.584249622356 235803.4100000001
-53420.83521273918 238100.9100000001
-53673.37841440081 240413.29999999993
-53915.55069561933 242740.60000000003
-54154.99464400806 245082.87000000005
-54391.385176988915 247440.16999999995
-54620.18188494462 249812.52999999988
-54840.67658874623 252200.0099999999
-55065.591028323266 254602.64999999997
-55283.596357376635 257020.5
-55494.660880790536 259453.6099999999
-55706.51751951158 261902.02999999988
-55911.681092145016 264365.79999999993
-56117.70362097179 266844.96999999986
-56315.95472872609 269339.60000000003
-56518.51412953172 271849.73
-56713.15459050856 274375.39999999997
-56908.21180299597 276916.67
-57103.585164149044 279473.58999999997
-57291.315117195365 282046.19
-57479.004175478345 284634.53000000014
-57666.89339514099 287238.66000000003
-57849.404686933536 289858.62999999995
