avg_press    volume
11381.41258936304 34575.539
10814.363751321753 35216.25300000001
9372.738282024171 35864.83400000002
7994.649654091138 36521.33000000001
8271.724811669184 37185.789
7739.728110888722 37858.258000000016
6555.040826195872 38538.786
6488.086657160096 39227.420999999995
6215.074901409869 39924.211
5801.947764319006 40629.202999999994
5167.344181973816 41342.446
4297.29468937563 42063.988000000005
3766.316682768127 42793.87699999999
3607.8416047155088 43532.161
2924.7375399874118 44278.886999999995
2083.237734091012 45034.104000000014
1612.131724512188 45797.85899999998
1102.1135012542004 46570.20200000001
1444.9022177664665 47351.179
1107.7280893796626 48140.83900000001
432.4690787560272 48939.22999999999
326.8968502034114 49746.40000000001
14.338383577525175 50562.39599999998
-208.65272629888997 51387.267
-342.6234189379913 52221.060999999994
-261.6389494705958 53063.82499999998
-105.93413346375718 53915.60899999998
-321.2666405053092 54776.45900000003
-247.60667065560884 55646.424
-291.406864845788 56525.550999999985
-182.80205444438207 57413.89000000001
-307.7126631365304 58311.48699999999
-424.65291291242875 59218.39100000003
-213.32255045795822 60134.648999999976
-361.61787072266617 61060.310999999994
-513.4954970151687 61995.42299999998
-560.9759820081291 62940.03399999999
-663.9030296815257 63894.19200000002
-706.3672098709994 64857.94400000001
-792.7349562245392 65831.33900000002
-866.5013309879481 66814.42500000002
-935.7767922025264 67807.25
-817.7535075611945 68809.86199999998
-867.7581213451688 69822.30799999999
-845.1333266489062 70844.637
-748.4387395112991 71876.897
-617.6070405165347 72919.13599999998
-626.6148824954154 73971.40099999998
-582.4014468964942 75033.741
-562.9459483615583 76106.20400000001
-527.1971871247009 77188.83700000003
-513.6490033667559 78281.68999999997
-465.04361157864423 79384.80899999998
-471.5851485092909 80498.24299999999
-442.95564951601114 81622.04000000001
-441.9392351069826 82756.24699999999
-340.07152299284746 83900.91299999997
-331.0002901092886 85056.08599999998
-328.43905344304125 86221.814
-315.7340564544669 87398.14400000001
-290.6788872673288 88585.12600000002
-272.331641189465 89782.80600000003
-261.3350211595418 90991.23199999999
-275.19553002362096 92210.45399999998
-247.36403740217824 93440.51800000001
-229.4283139853342 94681.473
-217.03470259894561 95933.36700000003
-213.42080550096964 97196.24799999998
-197.06125145274194 98470.16299999997
-189.47689920335426 99755.16100000001
-178.59143794375882 101051.29000000002
-165.75904968363406 102358.6
-156.9678728813809 103677.12999999998
-155.57845684094892 105006.93999999997
-123.59829572627139 106348.07000000005
-138.44959194838296 107700.58000000002
-165.36742177869965 109064.5
-190.67583568215875 110439.88999999994
-175.97083844786783 111826.79000000002
-179.76713762959355 113225.25
-180.296842346711 114635.33000000002
-84.31215066293689 116057.07000000005
-79.57361017277958 117490.51000000001
-81.64871081980915 118935.69999999998
-79.002864893915 120392.69999999998
-80.73206969404204 121861.55000000002
-77.48513173963318 123342.30000000002
-80.96083704374973 124835.0
-74.67470562793254 126339.68999999997
-81.6871188236002 127856.41999999995
-77.54912427321274 129385.25
-79.63628484653336 130926.20999999998
-76.87806668111116 132479.35999999993
-77.87485234010927 134044.74
-84.14445949368377 135622.40999999997
-78.0358350317957 137212.40999999997
-82.19647038712307 138814.79
-79.83681364834881 140429.59000000003
-79.28323071343466 142056.87000000005
-79.1769106192422 143696.66999999998
-82.4456144154066 145349.04
-83.66628505725087 147014.03
-81.25187763404153 148691.68999999997
-76.59205832928852 150382.06000000003
-80.38530321826762 152085.18999999997
-82.70399872458921 153801.14000000007
-73.79853080659592 155529.93999999997
-81.45463597420631 157271.66
-83.23767116465598 159026.32
-89.57525835632666 160793.99
-80.29529161891189 162574.71
-77.63835573589199 164368.52999999997
-73.47386356117259 166175.49000000005
-74.38175797387072 167995.64999999997
-77.87157270723274 169829.05
-84.25283750361756 171675.75
-90.94014367178751 173535.77999999997
-108.49167517573969 175409.20000000004
-131.10999867458963 179196.39000000007
-157.35803478876747 181110.25
-191.86318116170443 183037.7
-234.7325849261157 184978.77000000002
-249.2502893953128 186933.52000000002
-261.9815950219722 188901.99000000005
-309.68423057071726 190884.22999999998
-356.4205581392308 192880.29
-424.81893366182027 194890.22000000006
-488.4840162519134 196914.06000000003
-579.0677657674976 198951.85999999993
-661.8955235852216 201003.68
-725.1527383144512 203069.55
-841.5117320644512 205149.52999999994
-976.2142203298087 207243.66000000003
-1109.8234502693858 209352.0
-1162.2459699144008 211474.58999999997
-1402.2121756268882 213611.47999999998
-1576.502406751007 215762.71
-1730.0654538267875 217928.33999999997
-1978.3596633434038 220108.41000000003
-2201.0865491691843 222302.97000000012
-2391.5421810674725 224512.06999999995
-2677.4468081571 226735.75999999995
-2942.2760710599196 228974.08000000005
-3166.4853588368583 231227.08999999997
-3334.9580478474318 233494.81999999995
-3650.1939319864046 235777.3399999999
-3880.7945755412893 238074.68000000005
-4161.4610688318235 240386.89999999997
-4419.539059869083 242714.04
-4683.9242424471295 245056.14999999997
-4955.544533509567 247413.27000000002
-5224.061753172206 249785.47000000012
-5484.484117938066 252172.77999999988
-5746.231482313697 254575.25
-5999.581585611782 256992.93999999997
-6251.092517396776 259425.87999999995
-6491.566171664149 261874.12999999995
-6731.996812890232 264337.73
-6968.52021423716 266816.7400000001
-7210.645104292547 269311.20000000007
-7453.370259390735 271821.14999999997
-7703.7729124244715 274346.66000000003
-7958.243416918429 276887.75
-8219.130939904331 279444.4900000001
-8477.871679896778 282016.92
-8743.969604254784 284605.08999999997
-9009.659491792547 287209.04999999993
-9273.850755173717 289828.83999999997
-9542.603145392748 292464.52
-9804.843313418933 295116.12000000005
-10070.635057338872 297783.71
-10333.702325969285 300467.32
-10595.72131797583 303167.0
-10859.094576661631 305882.80999999994
-11116.205056143 308614.79
-11373.96364765861 311362.9900000001
-11624.560919310172 314127.45000000007
-11876.26282640987 316908.23
-12129.280831067472 319705.37000000005
-12375.473741943606 322518.92
-12620.718060926487 325348.94000000006
-12861.062923841893 328195.45000000007
-13102.343715382678 331058.53000000014
-13340.292347935549 333938.20000000007
-13575.065385951662 336834.53000000014
-13806.665446500505 339747.54999999993
-14035.562031344412 342677.33
-14263.16463053877 345623.89
-14487.770680891239 348587.29999999993
-14711.034769637463 351567.5999999999
-14930.855803625378 354564.8399999999
-15146.063683534743 357579.07
-15360.55718215005 360610.33
-15572.448567849951 363658.67
-15780.92880287009 366724.14
-15987.500608131924 369806.79999999993
-16191.921810800604 372906.68
-16392.813890231624 376023.83
