avg_press    volume
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan 15419.655999999995
nan nan
nan nan
nan nan
nan nan
nan 17353.861999999997
1265239.3696878145 17759.152999999995
nan nan
nan nan
888971.8346273918 19012.783999999996
nan 19443.409
699648.9474911882 19880.487
622392.2990823262 20324.065999999995
549546.1232426988 20774.196
486149.1966717019 21230.923000000003
nan 21694.294999999995
378247.3912134944 22164.360999999994
331691.946611279 22641.168999999998
293571.17420694866 23124.766
nan nan
228908.31604607252 24112.521
202106.41817598185 24616.775
175852.44659617325 25128.011
152715.85236656593 25646.27600000001
134802.6339451158 26171.619000000006
116851.76019133937 26704.087999999992
103465.46799723062 27243.729999999996
91015.59769864049 27790.592999999997
79861.27096626385 28344.727000000014
69013.22006898288 28906.17800000001
60589.89419373112 29474.994000000006
52556.25300025176 30051.22399999999
44879.85365823263 30634.916000000012
38546.60174144008 31226.116999999984
33858.41925918933 31824.875999999993
29582.201176233633 32431.239999999994
25805.784872734137 33045.258000000016
23064.721170946625 33666.978
18658.467221802617 34296.44699999999
15708.953646903323 34933.71399999999
14824.527520140986 35578.827
11891.099796210978 36231.83299999999
10131.0563204431 36892.78000000001
9110.914719322758 37561.718
7828.027554242195 38238.692
6703.603673426485 38923.75300000001
6263.717595669687 39616.947
5622.801783471802 40318.32299999999
5355.224768529708 41027.928
4552.4451720669695 41745.810999999994
3754.038069763343 42472.018999999986
3116.5493176107757 43206.60100000001
2659.867923997986 43949.60499999999
2401.8041282087106 44701.07799999999
2329.7869431394765 45461.06900000001
3397.5833183534746 46229.625
3649.2628420191336 47006.795999999995
3581.555030840886 47792.626999999986
3511.622189287513 48587.16799999998
3431.4683235146017 49390.46699999999
3352.8577489174218 50202.57200000001
3285.3283312059416 51023.53000000001
3239.8044570241696 51853.388999999996
3205.9060444108754 52692.199000000015
3177.7447792170196 53540.00600000002
3150.547581910876 54396.858
3119.752805060423 55262.804
3111.818787172709 56137.892
3087.5642234390734 57022.16900000001
3057.640696160625 57915.683999999994
2978.027208799094 58818.48399999997
2885.9627109138974 59730.61800000001
2797.6084338872106 60652.133999999984
2718.6017379909363 61583.07900000003
2619.9649877895263 62523.501999999986
2551.3602879909367 63473.451
2531.9209868831817 64432.973000000005
2691.8464680891234 65402.116000000016
1602.0704814262335 67369.461
-842.8555250108258 68367.757
-3316.9098365810673 69375.86699999998
-5737.866147646022 70393.83900000002
-8094.008442359013 71421.71999999999
-10387.658937751763 72459.559
-12609.314695493455 73507.40300000002
-14773.780115936555 74565.30099999999
-16873.144781092647 75633.30099999999
-18911.926729355488 76711.44999999998
-20893.097238167167 77799.797
-22822.754813821753 78898.38999999998
-24696.80894360524 80007.276
-26522.47935422961 81126.50300000001
-28301.51334655086 82256.12100000001
-30034.573405589123 83396.17500000002
-31717.735186430007 84546.716
-33363.4217479859 85707.79000000001
-34966.50076007049 86879.446
-36529.72292560423 88061.73099999999
-38061.24457275932 89254.69399999997
-39551.4567379154 90458.38200000001
-41004.232846299084 91672.84400000003
-42424.5733816717 92898.12800000001
-43812.046409491435 94134.28099999997
-45170.0000654582 95381.35199999997
-46493.16317119839 96639.38800000002
-47790.77571701913 97908.439
-49053.03667761833 99188.55000000002
-50292.39715067976 100479.77
-51501.08146047331 101782.15
-52685.50362713998 103095.73
-53845.45871500503 104420.57000000004
-54980.60521865559 105756.70999999998
-56082.43956256294 107104.19999999998
-57167.254964375636 108463.09000000003
-58230.33195216516 109833.41999999998
-59267.21010271903 111215.25
-60284.176363418934 112608.61000000006
-61249.45622897784 114013.57000000005
-62186.29848187311 115430.16999999998
-63139.01295493454 116858.44999999998
-64073.45061127895 118298.45999999998
-64995.45693831823 119750.26000000001
-65898.17454531722 121213.87999999995
-66783.05364098691 122689.38999999994
-67645.72953864551 124176.81000000003
-68490.94731268882 125676.21999999999
-69317.64501409869 127187.63999999994
-70125.88038670695 128711.12999999995
-70911.66530438066 130246.73999999999
-71683.03362764351 131794.52
-72435.01257338873 133354.51
-73169.8926710725 134926.76
-73887.72379556898 136511.32000000004
-74590.02026762337 138108.24
-75273.83603763848 139717.57000000004
-75940.69755224069 141339.34000000003
-76593.02173225075 142973.62000000005
-77227.83077366566 144620.44999999998
-77851.40211216011 146279.87999999995
-78451.5222440836 147951.94999999998
-79044.08533396272 149636.72
-79618.88195342397 151334.23
-80181.2768896022 153044.52
-80727.4298328298 154767.66
-81256.31203637966 156503.68
-81776.52728612788 158252.62999999995
-82275.58591515609 160014.57
-82767.95588242699 161789.52999999997
-83244.6011129154 163577.58000000002
-83709.34192610777 165378.75
-84156.77529065961 167193.09
-84591.37252051862 169020.64999999997
-85014.66195468279 170861.48
-85427.69143215005 172715.64000000007
-85819.50735473314 174583.14999999997
-86199.795025428 176464.08000000005
-86572.80230425479 178358.47000000006
-86922.3402445871 180266.37000000005
-87261.90134932024 182187.83000000005
-87587.46310246727 184122.89999999997
-87895.14565521148 186071.62000000005
-88184.27102794562 188034.04
nan nan
nan 192000.17
